keyword,cluster,intent,target_url,page_type,priority,target_term,volume_to_confirm,notes
"english 2 graded assignment week 4 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/english-2/graded-assignment/week-4/","Programmatic GA week page","P1","Week 4 of term — lead by 1 wk","No","Weekly recurring"
"english 2 graded assignment week 5 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/english-2/graded-assignment/week-5/","Programmatic GA week page","P1","Week 5 of term — lead by 1 wk","No","Weekly recurring"
"english 2 graded assignment week 6 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/english-2/graded-assignment/week-6/","Programmatic GA week page","P1","Week 6 of term — lead by 1 wk","No","Weekly recurring"
"english 2 graded assignment week 7 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/english-2/graded-assignment/week-7/","Programmatic GA week page","P1","Week 7 of term — lead by 1 wk","No","Weekly recurring"
"english 2 graded assignment week 8 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/english-2/graded-assignment/week-8/","Programmatic GA week page","P1","Week 8 of term — lead by 1 wk","No","Weekly recurring"
"english 2 graded assignment week 9 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/english-2/graded-assignment/week-9/","Programmatic GA week page","P1","Week 9 of term — lead by 1 wk","No","Weekly recurring"
"english 2 graded assignment week 10 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/english-2/graded-assignment/week-10/","Programmatic GA week page","P1","Week 10 of term — lead by 1 wk","No","Weekly recurring"
"english 2 graded assignment week 11 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/english-2/graded-assignment/week-11/","Programmatic GA week page","P1","Week 11 of term — lead by 1 wk","No","Weekly recurring"
"english 2 graded assignment week 12 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/english-2/graded-assignment/week-12/","Programmatic GA week page","P1","Week 12 of term — lead by 1 wk","No","Weekly recurring"
"english 2 quiz 1 important questions","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/english-2/quiz-1/","Quiz prep page","P2","Quiz 1 window (~wk4-5)","Maybe",""
"english 2 quiz 2 important questions","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/english-2/quiz-2/","Quiz prep page","P2","Quiz 2 window (~wk8-9)","Maybe",""
"python graded assignment week 1 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/python/graded-assignment/week-1/","Programmatic GA week page","P1","Week 1 of term — lead by 1 wk","No","Weekly recurring"
"python graded assignment week 2 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/python/graded-assignment/week-2/","Programmatic GA week page","P1","Week 2 of term — lead by 1 wk","No","Weekly recurring"
"python graded assignment week 3 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/python/graded-assignment/week-3/","Programmatic GA week page","P1","Week 3 of term — lead by 1 wk","No","Weekly recurring"
"python graded assignment week 4 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/python/graded-assignment/week-4/","Programmatic GA week page","P1","Week 4 of term — lead by 1 wk","No","Weekly recurring"
"python graded assignment week 5 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/python/graded-assignment/week-5/","Programmatic GA week page","P1","Week 5 of term — lead by 1 wk","No","Weekly recurring"
"python graded assignment week 6 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/python/graded-assignment/week-6/","Programmatic GA week page","P1","Week 6 of term — lead by 1 wk","No","Weekly recurring"
"python graded assignment week 7 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/python/graded-assignment/week-7/","Programmatic GA week page","P1","Week 7 of term — lead by 1 wk","No","Weekly recurring"
"python graded assignment week 8 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/python/graded-assignment/week-8/","Programmatic GA week page","P1","Week 8 of term — lead by 1 wk","No","Weekly recurring"
"python graded assignment week 9 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/python/graded-assignment/week-9/","Programmatic GA week page","P1","Week 9 of term — lead by 1 wk","No","Weekly recurring"
"python graded assignment week 10 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/python/graded-assignment/week-10/","Programmatic GA week page","P1","Week 10 of term — lead by 1 wk","No","Weekly recurring"
"python graded assignment week 11 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/python/graded-assignment/week-11/","Programmatic GA week page","P1","Week 11 of term — lead by 1 wk","No","Weekly recurring"
"python graded assignment week 12 answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/python/graded-assignment/week-12/","Programmatic GA week page","P1","Week 12 of term — lead by 1 wk","No","Weekly recurring"
"python quiz 1 important questions","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/python/quiz-1/","Quiz prep page","P2","Quiz 1 window (~wk4-5)","Maybe",""
"python quiz 2 important questions","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/foundation/python/quiz-2/","Quiz prep page","P2","Quiz 2 window (~wk8-9)","Maybe",""
"dbms graded assignment week {n} answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/diploma/dbms/graded-assignment/week-{n}/","Programmatic GA week page","P2","Weekly — expand weeks 1-12","No","Expand {n}=1..12 at build"
"pdsa graded assignment week {n} answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/diploma/pdsa/graded-assignment/week-{n}/","Programmatic GA week page","P2","Weekly — expand weeks 1-12","No","Expand {n}=1..12 at build"
"java graded assignment week {n} answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/diploma/java/graded-assignment/week-{n}/","Programmatic GA week page","P2","Weekly — expand weeks 1-12","No","Expand {n}=1..12 at build"
"system commands graded assignment week {n} answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/diploma/system-commands/graded-assignment/week-{n}/","Programmatic GA week page","P2","Weekly — expand weeks 1-12","No","Expand {n}=1..12 at build"
"mad 1 graded assignment week {n} answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/diploma/mad-1/graded-assignment/week-{n}/","Programmatic GA week page","P2","Weekly — expand weeks 1-12","No","Expand {n}=1..12 at build"
"mad 2 graded assignment week {n} answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/diploma/mad-2/graded-assignment/week-{n}/","Programmatic GA week page","P2","Weekly — expand weeks 1-12","No","Expand {n}=1..12 at build"
"mlf graded assignment week {n} answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/diploma/mlf/graded-assignment/week-{n}/","Programmatic GA week page","P2","Weekly — expand weeks 1-12","No","Expand {n}=1..12 at build"
"mlt graded assignment week {n} answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/diploma/mlt/graded-assignment/week-{n}/","Programmatic GA week page","P2","Weekly — expand weeks 1-12","No","Expand {n}=1..12 at build"
"mlp graded assignment week {n} answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/diploma/mlp/graded-assignment/week-{n}/","Programmatic GA week page","P2","Weekly — expand weeks 1-12","No","Expand {n}=1..12 at build"
"bdm graded assignment week {n} answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/diploma/bdm/graded-assignment/week-{n}/","Programmatic GA week page","P2","Weekly — expand weeks 1-12","No","Expand {n}=1..12 at build"
"tds graded assignment week {n} answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/diploma/tds/graded-assignment/week-{n}/","Programmatic GA week page","P2","Weekly — expand weeks 1-12","No","Expand {n}=1..12 at build"
"business analytics graded assignment week {n} answers","D — GA & Quizzes","Transactional","https://genziitian.in/iitm-bs/diploma/ba/graded-assignment/week-{n}/","Programmatic GA week page","P2","Weekly — expand weeks 1-12","No","Expand {n}=1..12 at build"
"iitm bs qualifier","E — Qualifier","Informational","https://genziitian.in/iitm-bs/qualifier/","Qualifier pillar","P1","Pre-term (lead intake)","Yes",""
"qualifier exam syllabus","E — Qualifier","Informational","https://genziitian.in/iitm-bs/qualifier/syllabus/","Qualifier pillar sub-section","P1","Evergreen — append papers each term","Yes",""
"qualifier cutoff","E — Qualifier","Informational","https://genziitian.in/iitm-bs/qualifier/cutoff/","Qualifier sub-section","P1","Per cycle","Yes",""
"how to prepare for iitm qualifier","E — Qualifier","Informational","https://genziitian.in/blog/how-to-prepare-iitm-qualifier/","Strategy blog","P1","Pre-term","Yes",""
"qualifier in 4 weeks","E — Qualifier","Informational","https://genziitian.in/blog/qualifier-4-week-plan/","Strategy blog","P1","Pre-term","Maybe",""
"qualifier strategy iitm bs","E — Qualifier","Informational","https://genziitian.in/blog/iitm-qualifier-strategy/","Strategy blog","P1","Pre-term","Maybe",""
"iitm bs qualifier exam date","E — Qualifier","Decision","https://genziitian.in/iitm-bs/qualifier/","Process page","P2","Per cycle — update","Yes",""
"iitm bs qualifier registration","E — Qualifier","Decision","https://genziitian.in/iitm-bs/admission/","Process page","P2","Per cycle","Yes",""
"maths 1 syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/maths-1/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is maths 1 hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/maths-1/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass maths 1 iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/maths-1/","Course page","P3","Evergreen — append papers each term","No",""
"maths 1 important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/maths-1/","Course page","P2","Evergreen — append papers each term","Maybe",""
"maths 2 syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/maths-2/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is maths 2 hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/maths-2/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass maths 2 iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/maths-2/","Course page","P3","Evergreen — append papers each term","No",""
"maths 2 important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/maths-2/","Course page","P2","Evergreen — append papers each term","Maybe",""
"statistics 1 syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/stats-1/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is statistics 1 hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/stats-1/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass statistics 1 iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/stats-1/","Course page","P3","Evergreen — append papers each term","No",""
"statistics 1 important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/stats-1/","Course page","P2","Evergreen — append papers each term","Maybe",""
"statistics 2 syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/stats-2/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is statistics 2 hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/stats-2/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass statistics 2 iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/stats-2/","Course page","P3","Evergreen — append papers each term","No",""
"statistics 2 important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/stats-2/","Course page","P2","Evergreen — append papers each term","Maybe",""
"ct syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/ct/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is ct hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/ct/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass ct iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/ct/","Course page","P3","Evergreen — append papers each term","No",""
"ct important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/ct/","Course page","P2","Evergreen — append papers each term","Maybe",""
"english 1 syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/english-1/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is english 1 hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/english-1/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass english 1 iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/english-1/","Course page","P3","Evergreen — append papers each term","No",""
"english 1 important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/english-1/","Course page","P2","Evergreen — append papers each term","Maybe",""
"english 2 syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/english-2/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is english 2 hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/english-2/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass english 2 iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/english-2/","Course page","P3","Evergreen — append papers each term","No",""
"english 2 important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/english-2/","Course page","P2","Evergreen — append papers each term","Maybe",""
"python syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/python/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is python hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/python/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass python iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/python/","Course page","P3","Evergreen — append papers each term","No",""
"python important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/foundation/python/","Course page","P2","Evergreen — append papers each term","Maybe",""
"dbms syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/dbms/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is dbms hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/dbms/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass dbms iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/dbms/","Course page","P3","Evergreen — append papers each term","No",""
"dbms important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/dbms/","Course page","P2","Evergreen — append papers each term","Maybe",""
"pdsa syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/pdsa/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is pdsa hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/pdsa/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass pdsa iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/pdsa/","Course page","P3","Evergreen — append papers each term","No",""
"pdsa important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/pdsa/","Course page","P2","Evergreen — append papers each term","Maybe",""
"java syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/java/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is java hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/java/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass java iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/java/","Course page","P3","Evergreen — append papers each term","No",""
"java important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/java/","Course page","P2","Evergreen — append papers each term","Maybe",""
"system commands syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/system-commands/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is system commands hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/system-commands/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass system commands iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/system-commands/","Course page","P3","Evergreen — append papers each term","No",""
"system commands important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/system-commands/","Course page","P2","Evergreen — append papers each term","Maybe",""
"mad 1 syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mad-1/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is mad 1 hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mad-1/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass mad 1 iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mad-1/","Course page","P3","Evergreen — append papers each term","No",""
"mad 1 important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mad-1/","Course page","P2","Evergreen — append papers each term","Maybe",""
"mad 2 syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mad-2/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is mad 2 hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mad-2/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass mad 2 iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mad-2/","Course page","P3","Evergreen — append papers each term","No",""
"mad 2 important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mad-2/","Course page","P2","Evergreen — append papers each term","Maybe",""
"mlf syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mlf/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is mlf hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mlf/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass mlf iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mlf/","Course page","P3","Evergreen — append papers each term","No",""
"mlf important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mlf/","Course page","P2","Evergreen — append papers each term","Maybe",""
"mlt syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mlt/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is mlt hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mlt/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass mlt iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mlt/","Course page","P3","Evergreen — append papers each term","No",""
"mlt important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mlt/","Course page","P2","Evergreen — append papers each term","Maybe",""
"mlp syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mlp/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is mlp hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mlp/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass mlp iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mlp/","Course page","P3","Evergreen — append papers each term","No",""
"mlp important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/mlp/","Course page","P2","Evergreen — append papers each term","Maybe",""
"bdm syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/bdm/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is bdm hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/bdm/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass bdm iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/bdm/","Course page","P3","Evergreen — append papers each term","No",""
"bdm important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/bdm/","Course page","P2","Evergreen — append papers each term","Maybe",""
"tds syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/tds/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is tds hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/tds/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass tds iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/tds/","Course page","P3","Evergreen — append papers each term","No",""
"tds important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/tds/","Course page","P2","Evergreen — append papers each term","Maybe",""
"business analytics syllabus","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/ba/","Course page","P2","Evergreen — append papers each term","Maybe",""
"is business analytics hard","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/ba/","Course page + blog","P2","Evergreen — append papers each term","Maybe",""
"how to pass business analytics iitm","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/ba/","Course page","P3","Evergreen — append papers each term","No",""
"business analytics important topics","F — Course long-tail","Informational","https://genziitian.in/iitm-bs/diploma/ba/","Course page","P2","Evergreen — append papers each term","Maybe",""
"bdm project guidance","F — Course long-tail","Transactional","https://genziitian.in/iitm-bs/diploma/bdm/project/","Project guide page","P3","Evergreen — append papers each term","Maybe",""
"mad project viva questions","F — Course long-tail","Transactional","https://genziitian.in/iitm-bs/diploma/mad-1/viva/","Project guide page","P3","Evergreen — append papers each term","No",""
"iitm bs cgpa calculator","G — Tools","Transactional/Tool","https://genziitian.in/tools/cgpa-calculator/","Tool page","P1","Evergreen — append papers each term","Yes","Linkable asset"
"iit madras gpa calculator","G — Tools","Transactional/Tool","https://genziitian.in/tools/cgpa-calculator/","Tool page","P1","Evergreen — append papers each term","Yes",""
"iitm bs grade calculator","G — Tools","Transactional/Tool","https://genziitian.in/tools/cgpa-calculator/","Tool page","P1","Evergreen — append papers each term","Maybe",""
"iitm bs grade forecast","G — Tools","Tool","https://genziitian.in/tools/grade-forecast/","Tool page","P1","Peaks Quiz 2 + end-term","Maybe",""
"how much to score for s grade iitm","G — Tools","Tool","https://genziitian.in/tools/grade-forecast/","Tool page","P1","Peaks end-term","Maybe",""
"iitm bs credit calculator","G — Tools","Tool","https://genziitian.in/tools/credit-calculator/","New tool page","P3","Evergreen — append papers each term","No","Phase 3"
"is iitm bs degree valid","H — Decision","Consideration","https://genziitian.in/blog/is-iitm-bs-degree-valid/","Authority blog","P2","Evergreen — append papers each term","Yes",""
"iitm bs degree ugc approved","H — Decision","Consideration","https://genziitian.in/blog/iitm-bs-ugc-approval/","Authority blog","P2","Evergreen — append papers each term","Maybe",""
"iitm bs degree salary","H — Decision","Consideration","https://genziitian.in/blog/iitm-bs-salary-outcomes/","Outcomes blog","P2","Evergreen — append papers each term","Yes",""
"jobs after iitm bs degree","H — Decision","Consideration","https://genziitian.in/blog/jobs-after-iitm-bs/","Outcomes blog","P2","Evergreen — append papers each term","Maybe",""
"iitm bs degree with job","H — Decision","Consideration","https://genziitian.in/blog/iitm-bs-with-a-job/","Lifestyle/how-to blog","P3","Evergreen — append papers each term","Maybe",""
"iitm bs time management","H — Decision","Consideration","https://genziitian.in/blog/iitm-bs-time-management/","How-to blog","P3","Evergreen — append papers each term","No",""